imdb_title_id,title,year,genre,country,budget,worlwide_gross_income,production_company
tt0035423,Kate & Leopold,2001,"Comedy, Fantasy, Romance",USA,48000000,76019048,Konrad Pictures
tt0113026,The Fantasticks,2000,"Musical, Romance",USA,10000000,49666,Michael Ritchie Productions
tt0118589,Glitter,2001,"Drama, Music, Romance",USA,22000000,5271666,Twentieth Century Fox
tt0120467,Vulgar,2000,"Crime, Drama, Thriller",USA,120000,15927,Chango Productions
tt0120630,Galline in fuga,2000,"Animation, Adventure, Comedy","UK, USA, France",45000000,224834564,Aardman Animations
tt0120667,I Fantastici 4,2005,"Action, Adventure, Fantasy","USA, Germany",100000000,333535934,Twentieth Century Fox
tt0120679,Frida,2002,"Biography, Drama, Romance","Mexico, USA, Canada",12000000,56298474,Handprint Entertainment
tt0120681,La vera storia di Jack lo Squartatore,2001,"Horror, Mystery, Thriller","USA, Czech Republic, UK",35000000,74558115,Twentieth Century Fox
tt0120737,Il Signore degli Anelli - La compagnia dell'Anello,2001,"Action, Adventure, Drama","New Zealand, USA",93000000,887934303,New Line Cinema
tt0120753,The Million Dollar Hotel,2000,"Drama, Mystery, Thriller","Germany, UK, USA",8000000,105983,Icon Entertainment International
tt0120755,Mission: Impossible II,2000,"Action, Adventure, Thriller","USA, Germany",125000000,546388108,Paramount Pictures
tt0120804,Resident Evil,2002,"Action, Horror, Sci-Fi","UK, Germany, USA",33000000,102984862,Constantin Film
tt0120824,The Shipping News - Ombre dal profondo,2001,Drama,"Canada, USA",38000000,24690441,Miramax
tt0120903,X-Men,2000,"Action, Adventure, Sci-Fi",USA,75000000,296339528,Twentieth Century Fox
tt0120912,Men in Black II,2002,"Action, Adventure, Comedy",USA,140000000,445135288,Columbia Pictures
tt0120913,Titan A.E.,2000,"Animation, Action, Adventure",USA,75000000,36754634,David Kirschner Productions
tt0120917,Le follie dell'imperatore,2000,"Animation, Adventure, Comedy",USA,100000000,169327687,Walt Disney Animation Studios
tt0121164,La sposa cadavere,2005,"Animation, Drama, Family","USA, UK",40000000,118090836,Warner Bros.
tt0121765,Star Wars: Episodio II - L'attacco dei cloni,2002,"Action, Adventure, Fantasy",USA,115000000,653779970,Lucasfilm
tt0121766,Star Wars: Episodio III - La vendetta dei Sith,2005,"Action, Adventure, Fantasy",USA,113000000,868390560,Lucasfilm
tt0122459,Return to Me,2000,"Comedy, Drama, Romance",USA,24000000,36609995,Metro-Goldwyn-Mayer (MGM)
tt0125022,Heartbreakers - Vizio di famiglia,2001,"Comedy, Crime, Romance",USA,35000000,57756408,Davis Entertainment
tt0126029,Shrek,2001,"Animation, Adventure, Comedy",USA,60000000,487769799,DreamWorks Animation
tt0127349,Waking the Dead,2000,"Drama, Mystery, Romance","USA, Canada",8500000,270745,Polygram Filmed Entertainment
tt0130623,Dinosauri,2000,"Animation, Adventure, Family",USA,127500000,349822765,Walt Disney Pictures
tt0131704,Le avventure di Rocky e Bullwinkle,2000,"Animation, Adventure, Comedy","USA, Germany, South Korea, India, Canada",76000000,35134820,Capella International
tt0132245,Driven,2001,"Action, Drama, Sport","USA, Canada, Australia",94000000,54744738,Franchise Pictures
tt0133152,Planet of the Apes - Il pianeta delle scimmie,2001,"Action, Adventure, Sci-Fi",USA,100000000,362211740,Twentieth Century Fox
tt0133240,Il pianeta del tesoro,2002,"Animation, Adventure, Family",USA,140000000,110041363,Walt Disney Animation Studios
tt0134084,Scream 3,2000,"Horror, Mystery",USA,40000000,161834276,Dimension Films
tt0134630,Duets,2000,"Comedy, Drama, Music",USA,21000000,6620242,Hollywood Pictures
tt0134847,Pitch Black,2000,"Action, Horror, Sci-Fi","USA, Australia",23000000,53187659,Polygram Filmed Entertainment
tt0134983,Supernova,2000,"Horror, Sci-Fi, Thriller","USA, Switzerland",90000000,14828081,Hammerhead Productions
tt0138524,"Prima ti sposo, poi ti rovino",2003,"Comedy, Crime, Romance",USA,60000000,120801243,Universal Pictures
tt0138749,La strada per El Dorado,2000,"Animation, Adventure, Comedy",USA,95000000,76432727,DreamWorks Animation
tt0138946,The Yards,2000,"Crime, Drama, Romance",USA,24000000,924036,Miramax
tt0139654,Training Day,2001,"Crime, Drama, Thriller",USA,45000000,104876233,Warner Bros.
tt0141399,Isn't She Great,2000,"Biography, Comedy, Drama","UK, Germany, Canada, Japan, USA",44000000,3003296,British Broadcasting Corporation (BBC)
tt0141907,Amori in città... e tradimenti in campagna,2001,"Comedy, Romance",USA,90000000,10372291,New Line Cinema
tt0141926,U-571,2000,"Action, War","France, USA, Italy",62000000,127666415,Universal Pictures
tt0144084,American Psycho,2000,"Comedy, Crime, Drama","USA, Canada",7000000,34266564,Am Psycho Productions
tt0144142,"Lui, lei e gli altri",2000,"Comedy, Drama",USA,3000000,40361,Miramax
tt0144528,La famiglia del professore matto,2000,"Comedy, Romance, Sci-Fi",USA,84000000,166339890,Universal Pictures
tt0144608,Sinbad: Beyond the Veil of Mists,2000,"Action, Animation","India, USA",30000000,29245,Archer Entertainment Group
tt0144964,Highlander: Endgame,2000,"Action, Adventure, Fantasy","UK, USA, Luxembourg",25000000,15843608,Davis-Panzer Productions
tt0145487,Spider-Man,2002,"Action, Adventure, Sci-Fi",USA,139000000,825025036,Columbia Pictures
tt0146309,Thirteen Days,2000,"Drama, History, Thriller",USA,80000000,66579890,New Line Cinema
tt0146316,Lara Croft: Tomb Raider,2001,"Action, Adventure, Fantasy","USA, UK, Japan, Germany",115000000,274703340,Paramount Pictures
tt0146882,Alta fedeltà,2000,"Comedy, Drama, Music","UK, USA",30000000,47126295,Touchstone Pictures
tt0146984,La leggenda di Bagger Vance,2000,"Drama, Fantasy, Sport",USA,80000000,39459427,Twentieth Century Fox
tt0149253,Texas 46,2002,"Drama, History, War","USA, Italy",2200000,22885,Ministero per i Beni e le Attività Culturali (MiBAC)
tt0149367,Per amore dei soldi,2000,"Drama, Comedy, Crime","Germany, USA, UK, Canada",28000000,7450414,Gramercy Pictures (I)
tt0149624,Passione ribelle,2000,"Drama, Romance, Western",USA,57000000,18133495,Columbia Pictures
tt0156323,Screwed - Due criminali da strapazzo,2000,"Comedy, Crime",USA,10000000,7201701,Universal Pictures
tt0156812,Il mio cane Skip,2000,"Comedy, Drama, Family",USA,6000000,35547761,Alcon Entertainment
tt0156841,Sai che c'è di nuovo?,2000,"Comedy, Drama, Romance",USA,25000000,24362772,Lakeshore Entertainment
tt0157191,One Last Dance,2003,"Drama, Romance",Canada,16000000,1041741,Minds Eye Entertainment
tt0157262,2001: Un'astronave spuntata nello spazio,2000,"Comedy, Sci-Fi","Canada, Germany",45000000,270813,Cinevent
tt0157472,Clockstoppers,2002,"Action, Adventure, Comedy",USA,26000000,38793283,Paramount Pictures
tt0158622,I Flintstones in Viva Rock Vegas,2000,"Comedy, Family, Romance",USA,83000000,59468275,Universal Pictures
tt0159273,Behind Enemy Lines - Dietro le linee nemiche,2001,"Action, Drama, Thriller",USA,40000000,91753202,Twentieth Century Fox
tt0159365,Ritorno a Cold Mountain,2003,"Adventure, Drama, History","USA, Italy, Romania",79000000,173013509,Miramax
tt0160009,L'arte della guerra,2000,"Action, Adventure, Crime","USA, Canada",60000000,40400425,Morgan Creek Entertainment
tt0160127,Charlie's Angels,2000,"Action, Adventure, Comedy","USA, Germany",93000000,264105545,Columbia Pictures
tt0160184,D-Tox,2002,"Crime, Thriller","Germany, USA",55000000,6632383,Universal Pictures
tt0160399,Impostor,2001,"Drama, Mystery, Sci-Fi",USA,30000000,8694320,Dimension Films
tt0160484,Lost Souls - La profezia,2000,"Drama, Horror, Thriller",USA,50000000,31355910,Prufrock Pictures
tt0160797,Regole d'onore,2000,"Drama, Thriller, War","UK, Germany, Canada, USA",60000000,71732303,Seven Arts Pictures
tt0161081,Le verità nascoste,2000,"Drama, Fantasy, Horror",USA,100000000,291420351,DreamWorks
tt0161083,Lo scroccone e il ladro,2001,"Comedy, Crime",USA,60000000,38464131,Metro-Goldwyn-Mayer (MGM)
tt0161860,Nowhere in Africa,2001,"Biography, Drama, History",Germany,7000000,24322180,Bavaria Film
tt0162222,Cast Away,2000,"Adventure, Drama, Romance",USA,90000000,429632142,Twentieth Century Fox
tt0162346,Ghost World,2001,"Comedy, Drama","USA, UK, Germany",7000000,8764007,United Artists
tt0162650,Shaft,2000,"Action, Crime, Thriller","Germany, USA",46000000,107626125,Paramount Pictures
tt0162838,Three Days of Rain,2002,Drama,USA,3500000,2841,Hillstrom Entertainment
tt0162983,Avviso di chiamata,2000,"Comedy, Drama","Germany, USA",60000000,51880044,Columbia Pictures
tt0163025,Jurassic Park III,2001,"Action, Adventure, Sci-Fi",USA,93000000,368780809,Universal Pictures
tt0163676,Perversioni di lusso,2000,"Drama, Mystery, Thriller",USA,24000000,5280035,Morgan Creek Entertainment
tt0163978,The Beach,2000,"Adventure, Drama, Romance","USA, UK",50000000,144056873,Figment Films
tt0163983,La mossa del diavolo,2000,"Crime, Drama, Horror","USA, Germany",65000000,40443010,Paramount Pictures
tt0164003,City of Ghosts,2002,"Crime, Drama, Thriller",USA,17500000,1277187,United Artists
tt0164052,L'uomo senza ombra,2000,"Action, Horror, Sci-Fi","USA, Germany",95000000,190213455,Columbia Pictures
tt0164184,Al vertice della tensione,2002,"Action, Drama, Thriller","USA, Germany, Canada",68000000,193921372,Paramount Pictures
tt0164212,Under Suspicion,2000,"Crime, Drama, Thriller","France, USA",25000000,1308242,Revelations Entertainment
tt0164334,Nella morsa del ragno,2001,"Drama, Thriller","USA, Germany, Canada",60000000,105178561,Paramount Pictures
tt0164961,Vidocq,2001,"Action, Crime, Fantasy",France,152000000,13240767,RF2K Productions
tt0165832,Interstate 60,2002,"Adventure, Comedy, Drama","Canada, USA",7000000,8449,Fireworks Pictures
tt0165929,Romeo deve morire,2000,"Action, Crime, Thriller",USA,25000000,91036760,Warner Bros.
tt0165982,Sinbad - La leggenda dei sette mari,2003,"Animation, Adventure, Family",USA,60000000,80773077,DreamWorks
tt0166110,Bones,2001,"Crime, Horror",USA,16000000,8378853,New Line Cinema
tt0166158,Daddy and Them,2001,"Comedy, Drama",USA,4000000,6718,Free Hazel Films
tt0166276,Monkeybone,2001,"Animation, Comedy, Fantasy",USA,75000000,7622365,Twentieth Century Fox
tt0166813,Spirit - Cavallo selvaggio,2002,"Animation, Adventure, Drama",USA,80000000,122563539,DreamWorks Animation
tt0166924,Mulholland Drive,2001,"Drama, Mystery, Thriller","France, USA",15000000,20129557,Les Films Alain Sarde
tt0167190,Hellboy,2004,"Action, Fantasy, Horror",USA,66000000,99378985,Revolution Studios
tt0167203,Sognando l'Africa,2000,"Adventure, Biography, Drama",USA,50000000,14400327,Columbia Pictures
tt0167260,Il Signore degli Anelli - Il ritorno del re,2003,"Action, Adventure, Drama","New Zealand, USA",94000000,1142271098,New Line Cinema
tt0167261,Il Signore degli Anelli - Le due torri,2002,"Action, Adventure, Drama","New Zealand, USA",94000000,951227416,New Line Cinema
tt0167456,Thunderbirds,2004,"Action, Adventure, Comedy","UK, France, USA",57000000,28283637,Working Title Films
tt0168446,Aberdeen,2000,Drama,"UK, Sweden, Norway",6500000,65090,Filmfabriken Baltic Sea AB
tt0168629,Dancer in the Dark,2000,"Crime, Drama, Musical","Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium",12800000,40031879,Zentropa Entertainments
tt0168786,Antwone Fisher,2002,"Biography, Drama",USA,12500000,23367586,Fox Searchlight Pictures
tt0169102,Lagaan - C'era una volta in India,2001,"Adventure, Drama, Musical",India,6000000,1724806,Aamir Khan Productions
tt0170016,Il Grinch,2000,"Comedy, Family, Fantasy","USA, Germany",123000000,345141403,Universal Pictures
tt0170452,Prince of Central Park,2000,"Action, Adventure, Drama",USA,7000000,7838,Seagal/Nasso Productions
tt0170691,Tigerland,2000,"Drama, War","USA, Germany",10000000,148701,Haft Entertainment
tt0171356,Gun Shy - Un revolver in analisi,2000,"Comedy, Crime, Romance",USA,14000000,3284444,Hollywood Pictures
tt0171359,Hamlet 2000,2000,"Drama, Romance, Thriller",USA,2000000,2046433,double A Films
tt0171433,Tentazioni d'amore,2000,"Comedy, Drama, Romance",USA,29000000,59945183,Spyglass Entertainment
tt0171580,Betty Love,2000,"Comedy, Crime, Drama","Germany, USA",35000000,29364989,Gramercy Pictures (I)
tt0172156,Bad Boys II,2003,"Action, Comedy, Crime",USA,130000000,273339556,Columbia Pictures
tt0172495,Il gladiatore,2000,"Action, Adventure, Drama","USA, UK, Malta, Morocco",103000000,465361176,DreamWorks
tt0172543,E morì con un felafel in mano,2001,"Comedy, Romance","Australia, Italy",3900000,307159,Notorious Films Pty. Ltd.
tt0173716,A morte Hollywood,2000,"Comedy, Crime, Thriller","USA, France",10000000,1961544,Artic Productions LLC
tt0173840,Final Fantasy,2001,"Animation, Action, Adventure","USA, Japan",137000000,85131830,Chris Lee Productions
tt0174336,Whipped - Ragazzi al guinzaglio,2000,"Comedy, Romance",USA,3000000,4775009,Hi-Rez Films
tt0174480,Autumn in New York,2000,"Drama, Romance",USA,65000000,90726668,Metro-Goldwyn-Mayer (MGM)
tt0175142,"Scary Movie - Senza paura, senza vergogna... senza cervello!",2000,Comedy,USA,19000000,278019771,Dimension Films
tt0176783,Gossip,2000,"Drama, Mystery, Thriller",USA,24000000,12591270,NPV Entertainment
tt0177636,Geliebte Clara,2008,"Biography, Drama, Music","Germany, France, Hungary",6200000,700302,Filmstiftung Nordrhein-Westfalen
tt0177650,Una spia per caso,2000,Comedy,"UK, France, USA",16000000,146193,Film Foundry Partners
tt0177858,Im Juli,2000,"Adventure, Comedy, Romance",Germany,5000000,34245,Wüste Film
tt0177971,La tempesta perfetta,2000,"Action, Adventure, Drama",USA,140000000,328718434,Warner Bros.
tt0179098,Moonlight Mile - Voglia di ricominciare,2002,"Drama, Romance",USA,21000000,10011050,Touchstone Pictures
tt0179473,Vendetta finale,2000,"Drama, Western",USA,4000000,28149,Delta Deuce Films
tt0179626,15 minuti - Follia omicida a New York,2001,"Action, Crime, Drama","USA, Germany",60000000,56359980,New Line Cinema
tt0180052,Pluto Nash,2002,"Comedy, Action, Sci-Fi","USA, Australia",100000000,7103973,Castle Rock Entertainment
tt0180073,Quills - La penna dello scandalo,2000,"Biography, Drama","UK, Germany, USA",13500000,17989227,Fox Searchlight Pictures
tt0180093,Requiem for a Dream,2000,Drama,USA,4500000,7390108,Artisan Entertainment
tt0180679,Escanaba in da Moonlight,2001,"Comedy, Fantasy",USA,1000000,2276602,Purple Rose Productions
tt0180734,Hardball,2001,"Drama, Sport","Germany, USA",32000000,44102389,Paramount Pictures
tt0181151,Da che pianeta vieni?,2000,"Comedy, Sci-Fi",USA,60000000,14145677,Brillstein-Grey Entertainment
tt0181536,Scoprendo Forrester,2000,Drama,USA,43000000,80049764,Columbia Pictures
tt0181689,Minority Report,2002,"Action, Crime, Mystery",USA,102000000,358372926,Twentieth Century Fox
tt0181739,Osmosis Jones,2001,"Animation, Action, Adventure",USA,70000000,14026418,Warner Bros.
tt0181836,The Specials,2000,"Action, Comedy, Fantasy",USA,1000000,13276,Brillstein-Grey Entertainment
tt0181852,Terminator 3 - Le macchine ribelli,2003,"Action, Sci-Fi","USA, Germany, UK",200000000,433371112,C-2 Pictures
tt0181865,Traffic,2000,"Crime, Drama, Thriller","USA, Mexico, Germany",48000000,207515725,Compulsion Inc.
tt0181875,Quasi famosi,2000,"Adventure, Comedy, Drama",USA,60000000,47383689,Columbia Pictures
tt0181984,1 km da Wall Street,2000,"Crime, Drama, Thriller",USA,7000000,28780255,New Line Cinema
tt0182000,Crime Shades,2001,"Crime, Drama, Music","USA, Canada",13500000,794481,Universal Pictures
tt0182295,Pene d'amor perdute,2000,"Romance, Comedy, Musical","UK, France, USA",13000000,299792,Pathé Pictures International
tt0182508,Urbania,2000,Drama,USA,225000,1032075,Daly-Harris Productions
tt0183505,"Io, me & Irene",2000,Comedy,USA,51000000,149270999,Twentieth Century Fox
tt0183523,Mission to Mars,2000,"Adventure, Sci-Fi, Thriller","USA, Canada, France",100000000,110983407,Touchstone Pictures
tt0183649,In linea con l'assassino,2002,"Crime, Thriller",USA,13000000,97837138,Fox 2000 Pictures
tt0183659,Pollock,2000,"Biography, Drama",USA,6000000,10994533,Brant-Allen
tt0183790,Il destino di un cavaliere,2001,"Action, Adventure, Romance",USA,65000000,117487473,Columbia Pictures
tt0183869,Taxxi 2,2000,"Action, Comedy, Crime",France,70000000,60726164,ARP Sélection
tt0184791,O come Otello,2001,"Drama, Romance, Thriller",USA,5000000,19260537,Chickie the Cop
tt0184858,Trappola criminale,2000,"Action, Adventure, Crime",USA,42000000,32168970,Dimension Films
tt0184894,Pallottole cinesi,2000,"Action, Adventure, Comedy","USA, Hong Kong",55000000,99274467,Touchstone Pictures
tt0184907,Snow Day,2000,"Adventure, Comedy, Family",USA,13000000,62464731,MFF Feature Film Productions
tt0185014,Wonder Boys,2000,"Comedy, Drama","USA, Germany, UK, Japan",55000000,33426588,British Broadcasting Corporation (BBC)
tt0185183,Battaglia per la Terra - Una saga dell'anno 3000,2000,"Action, Adventure, Sci-Fi",USA,73000000,29725663,Warner Bros.
tt0185431,Little Nicky - Un diavolo a Manhattan,2000,"Comedy, Fantasy",USA,85000000,58292295,Avery Pix
tt0186045,Chi ha ucciso la signora Dearly?,2000,"Comedy, Crime, Mystery",USA,37000000,15910104,Code Entertainment
tt0186151,Frequency - Il futuro è in ascolto,2000,"Crime, Drama, Mystery",USA,31000000,68106245,New Line Cinema
tt0186549,The Simian Line,2000,"Drama, Romance",USA,2000000,19823,DaWa Movies
tt0186566,Space Cowboys,2000,"Action, Adventure, Thriller",USA,65000000,128884132,Clipsal Films
tt0186589,Le insolite sospette - Sugar & Spice,2001,"Comedy, Crime",USA,27000000,16923761,New Line Cinema
tt0186894,Bounce,2000,"Drama, Romance",USA,35000000,53425292,Miramax
tt0186895,Les Boys III,2001,"Comedy, Drama, Sport",Canada,5000000,3557100,Melenny Productions
tt0186975,Pazzo di te,2000,"Comedy, Drama, Romance",USA,11000000,24419914,Open City Films
tt0187078,Fuori in 60 secondi,2000,"Action, Crime, Thriller",USA,90000000,237202299,Touchstone Pictures
tt0187393,Il patriota,2000,"Action, Drama, History","USA, Germany",110000000,215294342,Columbia Pictures
tt0187512,"Slap Her, She's French!",2002,"Comedy, Romance","Germany, UK, USA",10000000,1789525,Bandeira Entertainment
tt0187696,Anatomy,2000,"Horror, Thriller",Germany,8400000,10501958,Deutsche Columbia TriStar Filmproduktion
tt0187738,Blade II,2002,"Action, Fantasy, Horror","Germany, USA",54000000,155010032,New Line Cinema
tt0188160,Price of Glory,2000,"Drama, Sport",USA,18000000,3548556,New Line Cinema
tt0188453,Birthday Girl,2001,"Comedy, Crime, Thriller","UK, USA",13000000,16171098,FilmFour
tt0189192,I visitatori alla conquista dell'America,2001,"Comedy, Fantasy, Sci-Fi","France, USA",35000000,16176732,Gaumont
tt0189998,L'ombra del vampiro,2000,"Drama, Horror","UK, USA, Luxembourg",8000000,11155214,Saturn Films
tt0190138,FBI - Protezione testimoni,2000,"Comedy, Crime",USA,41300000,106371651,Franchise Pictures
tt0190332,La tigre e il dragone,2000,"Action, Adventure, Fantasy","Taiwan, Hong Kong, USA, China",17000000,213525736,Asia Union Film & Entertainment Ltd.
tt0190346,The Dancer,2000,Drama,France,77000000,61684,EuropaCorp
tt0190374,Dungeons & Dragons,2000,"Action, Adventure, Fantasy","USA, Czech Republic, Canada",45000000,33978694,New Line Cinema
tt0190524,Prima dell'apocalisse,2000,"Action, Drama, Fantasy",Canada,4000000,4224065,Cloud Ten Pictures
tt0190590,"Fratello, dove sei?",2000,"Adventure, Comedy, Crime","UK, France, USA",26000000,71868327,Touchstone Pictures
tt0190865,Vertical Limit,2000,"Action, Adventure, Drama","USA, Germany",75000000,215663859,Columbia Pictures
tt0191133,The Fighting Temptations,2003,"Comedy, Drama, Music",USA,30000000,33972062,Paramount Pictures
tt0191397,Le riserve,2000,"Comedy, Sport",USA,50000000,50054511,Bel Air Entertainment
tt0191636,L'amore che non muore,2000,"Drama, History, Romance","France, Canada",100000000,7193889,Cinémaginaire Inc.
tt0191754,28 giorni,2000,"Comedy, Drama",USA,43000000,62198945,Columbia Pictures
tt0192071,Get Over It,2001,"Comedy, Romance",USA,22000000,19900366,Miramax
tt0192111,Top model per caso,2001,"Comedy, Mystery, Romance",USA,14000000,13127022,Universal Pictures
tt0192237,Leo und Claire,2001,"Drama, Romance",Germany,10000000,125734,Perathon Film-und Fernsehproduktions GmbH
tt0192255,Il mio amico vampiro,2000,"Adventure, Comedy, Family","Germany, Netherlands, USA",35000000,27965865,Avrora Media
tt0192295,Marlene,2000,"Biography, Drama, Music","Germany, Italy",18000000,2061924,Perathon Film-und Fernsehproduktions GmbH
tt0192614,The Skulls - I teschi,2000,"Action, Crime, Drama","USA, Canada",35000000,50802120,Universal Pictures
tt0192731,Urban Legend: Final Cut,2000,"Horror, Mystery, Thriller","USA, Canada",14000000,38574362,Phoenix Pictures
tt0193135,Enemies of Laughter,2000,"Comedy, Romance",USA,2500000,2000,Sferrazza Productions
tt0193364,The Order,2001,"Action, Adventure, Comedy","Aruba, USA",12000000,524637,777 Films Corporation
tt0193560,Texas Rangers,2001,"Action, Adventure, Drama","USA, Mexico",38000000,763740,Greisman Productions
tt0193854,Sfida per la vittoria,2000,"Drama, Sport","UK, USA",9000000,133122,Butcher's Run Films
tt0194218,Panic,2000,"Comedy, Crime, Drama",USA,1000000,779137,Artisan Entertainment
tt0195234,L'erba di Grace,2000,"Comedy, Crime",UK,10000000,28741330,Portman Entertainment Group
tt0195685,Erin Brockovich - Forte come la verità,2000,"Biography, Drama",USA,52000000,256271286,Universal Pictures
tt0195714,Final Destination,2000,"Horror, Thriller",USA,23000000,112880294,New Line Cinema
tt0195778,Per una sola estate,2000,"Drama, Romance",USA,15000000,10873148,Fox 2000 Pictures
tt0195945,Next Friday,2000,Comedy,USA,11000000,59827328,New Line Cinema
tt0196106,MVP: Most Valuable Primate,2000,"Comedy, Family, Sport","Canada, USA",4500000,1248746,Keystone Family Pictures
tt0196158,Ticker,2001,"Action, Crime, Thriller",USA,7000000,379739,Artisan Entertainment
tt0196216,Criminali da strapazzo,2000,"Comedy, Crime",USA,25000000,29934477,DreamWorks
tt0196229,Zoolander,2001,Comedy,"Germany, USA",28000000,60780981,Paramount Pictures
tt0196811,Olga,2004,"Biography, Drama, History",Brazil,12000000,60820,Europa Filmes
tt0198021,Qui dove batte il cuore,2000,"Comedy, Drama, Romance",USA,15000000,40863718,Twentieth Century Fox
tt0198386,I soliti amici,2000,"Comedy, Crime",USA,38000000,13105853,George Litto Productions
tt0198781,Monsters & Co.,2001,"Animation, Adventure, Comedy",USA,115000000,578981070,Pixar Animation Studios
tt0199000,Gripsholm,2000,"Drama, History, Romance","Germany, Switzerland, Austria",10400000,39616,Catpics
tt0199290,3 Strikes,2000,Comedy,USA,3400000,9832166,Absolute Entertainment (II)
tt0199626,In the Cut,2003,"Mystery, Thriller","UK, Australia, France, USA",12000000,23726793,Screen Gems
tt0199725,Love & Basketball,2000,"Drama, Romance, Sport",USA,20000000,27728118,40 Acres & A Mule Filmworks
tt0199753,Pianeta rosso,2000,"Action, Sci-Fi, Thriller","USA, Australia",80000000,33463969,Warner Bros.
tt0200027,I ragazzi della mia vita,2001,"Biography, Comedy, Drama",USA,48000000,35743308,Columbia Pictures
tt0200465,La rapina perfetta,2008,"Crime, Thriller","UK, USA, Australia",20000000,64828421,Mosaic Media Group
tt0200530,Chuck & Buck,2000,"Comedy, Drama",USA,250000,1182065,Artisan Entertainment
tt0200550,Le ragazze del Coyote Ugly,2000,"Comedy, Drama, Music",USA,45000000,113916474,Touchstone Pictures
tt0200669,The Golden Bowl,2000,"Drama, Romance","USA, France, UK",15000000,5753678,Merchant Ivory Productions
tt0202402,Costi quel che costi,2000,"Comedy, Drama, Romance",USA,32000000,9902115,Columbia Pictures
tt0202470,Rock Star,2001,"Drama, Music",USA,57000000,19334145,Warner Bros.
tt0202677,Le vie della violenza,2000,"Action, Crime, Drama",USA,8500000,13200972,Artisan Entertainment
tt0203009,Moulin Rouge!,2001,"Drama, Musical, Romance","Australia, USA",50000000,184935030,Twentieth Century Fox
tt0203019,Men of Honor - L'onore degli uomini,2000,"Biography, Drama",USA,32000000,82343495,Fox 2000 Pictures
tt0203166,Together,2000,"Comedy, Drama, Romance","Sweden, Denmark, Italy",17000000,14596148,Memfis Film
tt0203230,Conta su di me,2000,Drama,USA,1200000,11242521,Hart Sharp Entertainment
tt0203289,American Desi,2001,"Comedy, Drama, Romance","USA, India",250000,1104408,American Desi Productions
tt0203540,Pollice verde,2000,"Comedy, Crime, Romance","UK, USA",1365000,1961054,Boneyard Entertainment
tt0203755,Un corpo da reato,2001,"Comedy, Crime",USA,18000000,13578186,October Films
tt0204137,Animal Factory,2000,"Crime, Drama",USA,3600000,43805,Animal Productions LLC
tt0204175,Boys & girls - Attenzione: il sesso cambia tutto,2000,"Comedy, Drama, Romance",USA,35000000,25850615,Punch 21 Productions
tt0204313,L'esorcista - La genesi,2004,"Horror, Mystery, Thriller",USA,80000000,78110021,Morgan Creek Entertainment
tt0204626,The Watcher,2000,"Crime, Drama, Mystery",USA,30000000,47267829,Lewitt / Eberts Productions
tt0204933,Camera Obscura,2000,"Crime, Drama, Thriller",USA,2000000,114015,Fish Eye Films
tt0204946,Ragazze nel pallone,2000,"Comedy, Romance, Sport",USA,11000000,90449929,Beacon Communications
tt0205177,Kevin & Perry a Ibiza,2000,"Comedy, Music",UK,2000000,15932,Tiger Aspect Productions
tt0205271,Il dottor T & le donne,2000,"Comedy, Drama, Romance","USA, Germany",23000000,22844291,Artisan Entertainment
tt0205461,Thomas and the Magic Railroad,2000,"Adventure, Comedy, Drama","UK, USA, Isle Of Man",19000000,19748009,Gullane Pictures
tt0206113,Madison,2001,"Drama, Sport",USA,13500000,517262,Addison Street Films
tt0206226,Psycho Beach Party,2000,"Comedy, Horror, Mystery","Australia, USA",1500000,268117,New Oz Productions
tt0206275,Save the Last Dance,2001,"Drama, Music, Romance",USA,13000000,131706809,Cort/Madden Productions
tt0206314,Radio Killer,2001,"Action, Mystery, Thriller",USA,23000000,36642838,Regency Enterprises
tt0206420,Per incanto o per delizia,2000,"Comedy, Fantasy, Romance",USA,8000000,10194274,Fox Searchlight Pictures
tt0206634,I figli degli uomini,2006,"Adventure, Drama, Sci-Fi","USA, UK, Japan",76000000,70595464,Universal Pictures
tt0206795,Eine Hand Voll Gras,2000,Drama,"Germany, Iran",7000000,1654,Bavaria Film
tt0206963,My First Mister,2001,"Comedy, Drama, Romance","Germany, USA",5250000,595005,ApolloMedia Distribution
tt0207201,What Women Want - Quello che le donne vogliono,2000,"Comedy, Fantasy, Romance",USA,70000000,374111707,Paramount Pictures
tt0207524,How to Kill Your Neighbor's Dog,2000,"Comedy, Drama","Germany, USA",7300000,73510,Cinerenta Medienbeteiligungs KG
tt0208003,Big Mama,2000,"Action, Comedy, Crime","Germany, USA",30000000,173959438,Twentieth Century Fox
tt0208092,Snatch - Lo strappo,2000,"Comedy, Crime","UK, USA",6000000,83557872,Columbia Pictures
tt0208181,Todo el poder,2000,Crime,Mexico,2000000,70920,Altavista Films
tt0208874,The Contender,2000,"Drama, Thriller","USA, Germany, UK",20000000,22428990,Cinerenta Medienbeteiligungs KG
tt0208988,La vendetta di Carter,2000,"Action, Crime, Drama",USA,63600000,19412993,Morgan Creek Entertainment
tt0209144,Memento,2000,"Mystery, Thriller",USA,9000000,39970386,Newmarket Capital Group
tt0209163,La mummia - Il ritorno,2001,"Action, Adventure, Fantasy",USA,98000000,443280904,Universal Pictures
